OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
491,REPORT491,STATUS1,ADDRTYPE2,"151 Clark Knoll Apt. 751
Port Nicholas, DE 66378",Sideswipe,1.0,0.0,1.0,3.0,2,1,0,2023-07-16,2023-06-17 03:25:08,Unknown,Standing Water,Other,Y,N,"151 Clark Knoll Apt . 751 Port Nicholas , DE 66378"
492,REPORT492,STATUS3,ADDRTYPE1,"139 William Shores Suite 287
North Angela, IN 96183",Rear Ended,5.0,1.0,0.0,1.0,3,1,0,2023-08-06,2023-10-27 03:25:08,Fog/Smog/Smoke,Other,Dawn,N,N,"139 William Shores Suite 287 North Angela , IN 96183"
493,REPORT493,STATUS2,ADDRTYPE2,"72268 Johnson Islands
Franklinmouth, MH 28957",Angles,4.0,2.0,0.0,1.0,2,1,0,2023-12-06,2024-01-03 03:25:08,Severe Crosswind,Snow/Slush,Unknown,N,N,"72268 Johnson Islands Franklinmouth , MH 28957"
494,REPORT494,STATUS2,ADDRTYPE2,"54701 Margaret Lock
Odonnellton, MN 58912",Other,1.0,1.0,0.0,1.0,0,0,1,2023-08-23,2023-10-07 03:25:08,Clear,Dry,Dusk,Y,N,"54701 Margaret Lock Odonnellton , MN 58912"
495,REPORT495,STATUS3,ADDRTYPE1,"302 Erik Loop Apt. 453
Lake Sabrinaport, WI 36926",Rear Ended,3.0,0.0,1.0,2.0,3,1,1,2023-03-21,2023-09-21 03:25:08,Overcast,Oil,Dark - No Street Lights,N,Y,"302 Erik Loop Apt . 453 Lake Sabrinaport , WI 36926"
496,REPORT496,STATUS3,ADDRTYPE2,"830 Gutierrez Harbors
Shermanburgh, IN 51694",Parked Car,2.0,2.0,0.0,3.0,0,0,1,2023-09-26,2023-02-20 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dark - Street Lights Off,N,N,"830 Gutierrez Harbors Shermanburgh , IN 51694"
497,REPORT497,STATUS1,ADDRTYPE1,"194 Jeffrey Corners Apt. 654
Stanleytown, AS 98903",Pedestrian,3.0,2.0,0.0,2.0,0,1,1,2023-10-27,2024-01-08 03:25:08,Raining,Unknown,Dark - No Street Lights,N,N,"194 Jeffrey Corners Apt . 654 Stanleytown , AS 98903"
498,REPORT498,STATUS2,ADDRTYPE3,"92072 Wright Groves Suite 409
Alexandraborough, WV 10358",Parked Car,5.0,2.0,1.0,3.0,3,1,1,2023-03-06,2023-08-23 03:25:08,Raining,Snow/Slush,Unknown,Y,N,"92072 Wright Groves Suite 409 Alexandraborough , WV 10358"
499,REPORT499,STATUS1,ADDRTYPE2,"564 Andrew Points
Jeffreyshire, ME 21655",Rear Ended,3.0,2.0,0.0,2.0,2,0,1,2023-08-07,2023-05-10 03:25:08,Unknown,Other,Other,N,Y,"564 Andrew Points Jeffreyshire , ME 21655"
500,REPORT500,STATUS3,ADDRTYPE3,"06442 Virginia Lake
East Audrey, UT 31225",Pedestrian,5.0,2.0,0.0,1.0,3,1,1,2023-03-05,2023-10-18 03:25:08,Severe Crosswind,Standing Water,Dark - Street Lights On,N,Y,"06442 Virginia Lake East Audrey , UT 31225"
501,REPORT501,STATUS1,ADDRTYPE3,"5488 Samantha Extension Apt. 458
Davidview, IL 44949",Cycles,2.0,2.0,1.0,1.0,1,1,1,2023-12-24,2023-03-19 03:25:08,Blowing Sand/Dirt,Dry,Dark - No Street Lights,Y,Y,"5488 Samantha Extension Apt . 458 Davidview , IL 44949"
502,REPORT502,STATUS2,ADDRTYPE2,"044 Ernest Ville
East Ashley, MO 13409",Parked Car,4.0,2.0,0.0,1.0,3,1,1,2023-06-13,2023-03-25 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Dark - No Street Lights,N,N,"044 Ernest Ville East Ashley , MO 13409"
503,REPORT503,STATUS1,ADDRTYPE1,"USCGC Gomez
FPO AE 22853",Sideswipe,3.0,0.0,0.0,2.0,1,0,0,2023-11-25,2023-11-06 03:25:08,Blowing Sand/Dirt,Other,Dusk,N,N,USCGC Gomez FPO AE 22853
504,REPORT504,STATUS2,ADDRTYPE2,"129 Gonzalez Curve
South David, UT 88085",Rear Ended,5.0,2.0,1.0,3.0,1,1,1,2023-12-25,2023-03-01 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dark - No Street Lights,Y,Y,"129 Gonzalez Curve South David , UT 88085"
505,REPORT505,STATUS1,ADDRTYPE2,"USNV Herman
FPO AE 29976",Rear Ended,4.0,1.0,1.0,1.0,1,0,0,2023-10-28,2024-01-11 03:25:08,Blowing Sand/Dirt,Dry,Dawn,Y,N,USNV Herman FPO AE 29976
506,REPORT506,STATUS1,ADDRTYPE1,"PSC 8522, Box 0404
APO AA 42805",Sideswipe,2.0,2.0,0.0,1.0,3,0,0,2023-12-29,2024-01-12 03:25:08,Raining,Wet,Dark - Street Lights On,Y,N,"PSC 8522 , Box 0404 APO AA 42805"
507,REPORT507,STATUS2,ADDRTYPE1,"5203 Terry Key
Tammiemouth, MH 49502",Angles,5.0,2.0,0.0,2.0,2,1,1,2023-09-28,2023-06-11 03:25:08,Blowing Sand/Dirt,Other,Dark - Street Lights On,Y,Y,"5203 Terry Key Tammiemouth , MH 49502"
508,REPORT508,STATUS2,ADDRTYPE2,"731 Evan Prairie
Vargashaven, DE 19835",Left Turn,2.0,2.0,1.0,1.0,3,1,0,2023-08-21,2024-01-20 03:25:08,Clear,Dry,Dark - Street Lights Off,N,Y,"731 Evan Prairie Vargashaven , DE 19835"
509,REPORT509,STATUS2,ADDRTYPE1,"2250 Wheeler Mission Apt. 429
Weissport, IL 47097",Sideswipe,2.0,2.0,1.0,1.0,0,0,0,2024-01-11,2023-11-03 03:25:08,Severe Crosswind,Oil,Dark - No Street Lights,Y,Y,"2250 Wheeler Mission Apt . 429 Weissport , IL 47097"
510,REPORT510,STATUS1,ADDRTYPE3,"52440 Alison Corner Suite 982
Port James, OH 22786",Cycles,1.0,2.0,0.0,2.0,2,1,1,2023-04-10,2024-02-13 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Other,Y,Y,"52440 Alison Corner Suite 982 Port James , OH 22786"
511,REPORT511,STATUS1,ADDRTYPE1,"43905 Andrews Center
Jonathanchester, PW 01894",Cycles,4.0,0.0,0.0,2.0,2,0,1,2023-09-02,2023-03-13 03:25:08,Blowing Sand/Dirt,Ice,Unknown,Y,N,"43905 Andrews Center Jonathanchester , PW 01894"
512,REPORT512,STATUS1,ADDRTYPE3,"12711 Hayden Bridge
South Rickview, MO 60657",Parked Car,1.0,1.0,0.0,1.0,3,0,1,2023-12-21,2023-11-01 03:25:08,Blowing Sand/Dirt,Unknown,Dark - Street Lights Off,N,N,"12711 Hayden Bridge South Rickview , MO 60657"
513,REPORT513,STATUS3,ADDRTYPE3,"860 Jared Crest
Susanfort, GA 44215",Cycles,2.0,2.0,0.0,3.0,3,1,1,2023-08-19,2023-06-25 03:25:08,Sleet/Hail/Freezing Rain,Wet,Dusk,Y,Y,"860 Jared Crest Susanfort , GA 44215"
514,REPORT514,STATUS1,ADDRTYPE3,"883 David Land
Port Michael, CT 80101",Sideswipe,5.0,2.0,0.0,3.0,1,1,1,2024-01-07,2023-08-06 03:25:08,Other,Oil,Dawn,N,Y,"883 David Land Port Michael , CT 80101"
515,REPORT515,STATUS2,ADDRTYPE1,"07339 Campbell Expressway Apt. 510
Nicoleport, RI 26176",Other,3.0,0.0,1.0,3.0,0,0,0,2024-01-28,2023-11-15 03:25:08,Snowing,Wet,Other,N,N,"07339 Campbell Expressway Apt . 510 Nicoleport , RI 26176"
516,REPORT516,STATUS2,ADDRTYPE1,"PSC 8982, Box 4054
APO AA 10361",Angles,1.0,1.0,1.0,3.0,0,0,1,2023-04-16,2023-06-15 03:25:08,Unknown,Unknown,Dark - No Street Lights,N,Y,"PSC 8982 , Box 4054 APO AA 10361"
517,REPORT517,STATUS2,ADDRTYPE2,"385 Santos Vista Suite 427
South Kristine, WI 50537",Left Turn,3.0,1.0,1.0,3.0,1,0,1,2023-12-04,2023-12-28 03:25:08,Severe Crosswind,Unknown,Dark - No Street Lights,Y,Y,"385 Santos Vista Suite 427 South Kristine , WI 50537"
518,REPORT518,STATUS1,ADDRTYPE1,"8348 Gary Stream Suite 471
Caldwelltown, CO 00657",Parked Car,1.0,2.0,1.0,3.0,2,1,0,2023-11-20,2023-08-29 03:25:08,Snowing,Sand/Mud/Dirt,Other,Y,N,"8348 Gary Stream Suite 471 Caldwelltown , CO 00657"
519,REPORT519,STATUS2,ADDRTYPE1,"14307 Joseph Knolls
Murrayfurt, MP 60410",Cycles,4.0,2.0,1.0,2.0,2,0,0,2023-07-15,2023-11-05 03:25:08,Unknown,Standing Water,Dark - No Street Lights,N,N,"14307 Joseph Knolls Murrayfurt , MP 60410"
520,REPORT520,STATUS2,ADDRTYPE3,"20033 Carrie Extension
Jessicaberg, TX 99004",Sideswipe,3.0,2.0,1.0,3.0,3,1,1,2023-05-24,2023-04-23 03:25:08,Other,Snow/Slush,Unknown,Y,N,"20033 Carrie Extension Jessicaberg , TX 99004"
521,REPORT521,STATUS3,ADDRTYPE1,"606 Ryan Mall
Popeville, VI 25722",Parked Car,1.0,1.0,0.0,2.0,0,1,0,2023-09-01,2023-05-25 03:25:08,Unknown,Other,Unknown,Y,N,"606 Ryan Mall Popeville , VI 25722"
522,REPORT522,STATUS3,ADDRTYPE1,"331 Reyes Throughway
Lake Jacobmouth, AS 12733",Rear Ended,2.0,0.0,0.0,2.0,2,0,1,2023-04-18,2023-06-01 03:25:08,Other,Sand/Mud/Dirt,Dark - No Street Lights,N,Y,"331 Reyes Throughway Lake Jacobmouth , AS 12733"
523,REPORT523,STATUS2,ADDRTYPE3,"989 Tina Freeway Apt. 958
Hawkinsborough, PW 42533",Left Turn,5.0,2.0,1.0,2.0,3,0,0,2023-11-19,2023-09-12 03:25:08,Unknown,Ice,Daylight,Y,Y,"989 Tina Freeway Apt . 958 Hawkinsborough , PW 42533"
524,REPORT524,STATUS3,ADDRTYPE1,"80844 James Vista Suite 060
Villarrealland, NH 08090",Sideswipe,2.0,2.0,1.0,1.0,1,1,0,2023-03-09,2023-09-13 03:25:08,Sleet/Hail/Freezing Rain,Oil,Dark - Street Lights On,Y,N,"80844 James Vista Suite 060 Villarrealland , NH 08090"
525,REPORT525,STATUS3,ADDRTYPE3,"393 Martinez Mission Suite 936
Austinmouth, PW 57517",Other,4.0,0.0,1.0,3.0,3,1,1,2023-07-17,2023-02-22 03:25:08,Other,Sand/Mud/Dirt,Dusk,Y,Y,"393 Martinez Mission Suite 936 Austinmouth , PW 57517"
526,REPORT526,STATUS2,ADDRTYPE1,"754 Brandon Meadows Suite 054
Reginaside, ND 28133",Parked Car,4.0,0.0,1.0,3.0,1,1,1,2023-12-05,2023-07-02 03:25:08,Raining,Dry,Dawn,N,Y,"754 Brandon Meadows Suite 054 Reginaside , ND 28133"
527,REPORT527,STATUS1,ADDRTYPE1,"87722 Warner Road Suite 296
North Amberport, NV 55991",Pedestrian,1.0,2.0,1.0,3.0,0,0,0,2023-03-15,2023-03-21 03:25:08,Unknown,Wet,Dawn,Y,Y,"87722 Warner Road Suite 296 North Amberport , NV 55991"
528,REPORT528,STATUS1,ADDRTYPE2,"635 Michael Divide Apt. 957
Robinsonside, AS 03592",Pedestrian,2.0,0.0,0.0,1.0,0,0,1,2023-03-05,2023-12-03 03:25:08,Sleet/Hail/Freezing Rain,Other,Unknown,N,N,"635 Michael Divide Apt . 957 Robinsonside , AS 03592"
529,REPORT529,STATUS2,ADDRTYPE1,"0405 Howard Locks Apt. 939
New Alyssabury, TX 62824",Left Turn,3.0,2.0,0.0,2.0,2,0,0,2023-09-18,2023-06-06 03:25:08,Fog/Smog/Smoke,Other,Dark - Street Lights Off,N,N,"0405 Howard Locks Apt . 939 New Alyssabury , TX 62824"
530,REPORT530,STATUS1,ADDRTYPE3,"7125 Amanda Plain
North James, MP 22884",Angles,1.0,1.0,1.0,3.0,3,1,0,2023-04-06,2023-12-27 03:25:08,Other,Dry,Dark - Street Lights On,N,N,"7125 Amanda Plain North James , MP 22884"
531,REPORT531,STATUS3,ADDRTYPE1,"18739 Keith Green
Kimfurt, ID 20864",Pedestrian,1.0,1.0,1.0,1.0,0,1,0,2023-09-26,2023-12-15 03:25:08,Raining,Unknown,Dusk,N,Y,"18739 Keith Green Kimfurt , ID 20864"
532,REPORT532,STATUS2,ADDRTYPE2,"62446 Gill Trail
New Laura, MI 45930",Angles,2.0,0.0,1.0,1.0,2,0,0,2023-08-25,2023-10-30 03:25:08,Other,Wet,Dark - Street Lights On,N,N,"62446 Gill Trail New Laura , MI 45930"
533,REPORT533,STATUS1,ADDRTYPE1,"080 Watson Club Suite 420
Leahbury, PA 16606",Parked Car,5.0,0.0,1.0,3.0,3,1,0,2023-12-28,2023-08-17 03:25:08,,,,Y,Y,"080 Watson Club Suite 420 Leahbury , PA 16606"
534,REPORT534,STATUS1,ADDRTYPE1,"USNS Wilson
FPO AP 48782",Parked Car,4.0,1.0,1.0,2.0,3,1,1,2023-10-04,2023-08-06 03:25:08,Blowing Sand/Dirt,Oil,Dark - Street Lights Off,N,N,USNS Wilson FPO AP 48782
535,REPORT535,STATUS3,ADDRTYPE3,"5230 Barrett Tunnel Suite 590
Port Patrick, NM 16211",Cycles,3.0,1.0,0.0,1.0,2,0,1,2023-06-09,2023-07-03 03:25:08,Raining,Wet,Dawn,N,N,"5230 Barrett Tunnel Suite 590 Port Patrick , NM 16211"
536,REPORT536,STATUS2,ADDRTYPE2,"PSC 6373, Box 2323
APO AP 52589",Left Turn,4.0,0.0,1.0,2.0,3,0,0,2023-03-18,2023-04-08 03:25:08,Other,Other,Unknown,N,N,"PSC 6373 , Box 2323 APO AP 52589"
537,REPORT537,STATUS2,ADDRTYPE1,"940 Douglas Islands
Lake Mary, NM 69377",Other,1.0,1.0,0.0,2.0,0,1,0,2023-08-15,2023-06-02 03:25:08,Sleet/Hail/Freezing Rain,Snow/Slush,Dark - No Street Lights,Y,Y,"940 Douglas Islands Lake Mary , NM 69377"
538,REPORT538,STATUS3,ADDRTYPE1,"599 John Squares Apt. 311
Wrightport, IA 13659",Rear Ended,5.0,1.0,0.0,3.0,2,1,1,2023-10-07,2023-11-08 03:25:08,Severe Crosswind,Standing Water,Dark - No Street Lights,Y,N,"599 John Squares Apt . 311 Wrightport , IA 13659"
539,REPORT539,STATUS2,ADDRTYPE3,"34703 John Gateway Apt. 126
Michaelport, GA 07206",Sideswipe,1.0,0.0,0.0,3.0,0,1,0,2023-02-20,2023-07-30 03:25:08,Unknown,Standing Water,Dark - Street Lights Off,Y,N,"34703 John Gateway Apt . 126 Michaelport , GA 07206"
540,REPORT540,STATUS2,ADDRTYPE1,"8244 Norman Courts
North Elizabeth, NJ 42361",Pedestrian,5.0,2.0,1.0,3.0,2,0,1,2024-01-11,2023-11-15 03:25:08,Sleet/Hail/Freezing Rain,Dry,Unknown,Y,Y,"8244 Norman Courts North Elizabeth , NJ 42361"
541,REPORT541,STATUS3,ADDRTYPE1,"153 Brian Valley Suite 921
Fowlerfurt, RI 58506",Other,2.0,0.0,1.0,2.0,1,1,1,2024-02-18,2024-01-15 03:25:08,Fog/Smog/Smoke,Unknown,Dark - Street Lights Off,Y,N,"153 Brian Valley Suite 921 Fowlerfurt , RI 58506"
542,REPORT542,STATUS3,ADDRTYPE1,"186 Melinda Plaza
Port Crystal, AS 83032",Cycles,4.0,2.0,1.0,2.0,0,0,1,2023-12-05,2023-09-30 03:25:08,Unknown,Snow/Slush,Dark - Street Lights On,Y,Y,"186 Melinda Plaza Port Crystal , AS 83032"
543,REPORT543,STATUS1,ADDRTYPE2,"706 Swanson Land
West Craig, PR 90074",Sideswipe,1.0,2.0,0.0,1.0,1,0,1,2023-03-21,2023-07-18 03:25:08,Severe Crosswind,Wet,Dawn,Y,N,"706 Swanson Land West Craig , PR 90074"
544,REPORT544,STATUS2,ADDRTYPE1,"27358 Hernandez Club
West Elizabethland, MS 00644",Left Turn,5.0,1.0,1.0,1.0,2,1,1,2023-12-06,2023-11-27 03:25:08,,,,N,N,"27358 Hernandez Club West Elizabethland , MS 00644"
545,REPORT545,STATUS3,ADDRTYPE3,"2618 Nicole Cape
North Ana, KS 47316",Sideswipe,5.0,1.0,1.0,1.0,3,0,1,2023-09-09,2023-03-05 03:25:08,Blowing Sand/Dirt,Wet,Dark - No Street Lights,Y,N,"2618 Nicole Cape North Ana , KS 47316"
546,REPORT546,STATUS1,ADDRTYPE2,"8292 Mcguire Spurs
East Cynthia, NJ 71563",Rear Ended,1.0,0.0,1.0,3.0,1,1,0,2023-12-06,2023-09-15 03:25:08,,,,N,Y,"8292 Mcguire Spurs East Cynthia , NJ 71563"
547,REPORT547,STATUS2,ADDRTYPE1,"5558 Morales Skyway
Hartchester, MP 25205",Sideswipe,4.0,0.0,0.0,2.0,2,1,0,2023-08-04,2023-04-30 03:25:08,Fog/Smog/Smoke,Snow/Slush,Other,N,N,"5558 Morales Skyway Hartchester , MP 25205"
548,REPORT548,STATUS1,ADDRTYPE1,"6527 Washington Neck
North Michaelshire, CO 56376",Left Turn,2.0,1.0,1.0,2.0,1,0,1,2023-07-06,2023-03-25 03:25:08,Severe Crosswind,Snow/Slush,Daylight,N,Y,"6527 Washington Neck North Michaelshire , CO 56376"
549,REPORT549,STATUS3,ADDRTYPE2,"940 Shannon Avenue
Johnchester, NC 34016",Other,2.0,1.0,1.0,2.0,0,0,0,2023-06-20,2023-12-29 03:25:08,,,,Y,N,"940 Shannon Avenue Johnchester , NC 34016"
550,REPORT550,STATUS2,ADDRTYPE1,"81335 Hoffman Parkways
New Amyport, GU 51072",Rear Ended,3.0,2.0,0.0,1.0,2,1,1,2024-01-16,2023-12-06 03:25:08,Severe Crosswind,Oil,Unknown,Y,N,"81335 Hoffman Parkways New Amyport , GU 51072"
551,REPORT551,STATUS1,ADDRTYPE1,"612 Lyons Course
Bryanfort, MT 98757",Angles,3.0,1.0,0.0,3.0,2,1,0,2023-12-24,2023-06-28 03:25:08,Snowing,Ice,Dawn,Y,N,"612 Lyons Course Bryanfort , MT 98757"
552,REPORT552,STATUS3,ADDRTYPE3,"292 Jordan Key
Howardland, VI 16506",Cycles,3.0,0.0,1.0,3.0,3,0,1,2023-04-30,2023-12-27 03:25:08,Snowing,Dry,Daylight,N,Y,"292 Jordan Key Howardland , VI 16506"
553,REPORT553,STATUS3,ADDRTYPE2,"USS Harrington
FPO AP 86412",Sideswipe,4.0,1.0,0.0,2.0,2,0,1,2023-07-16,2023-12-25 03:25:08,Other,Other,Other,Y,Y,USS Harrington FPO AP 86412
554,REPORT554,STATUS3,ADDRTYPE3,"05965 Tran Estate Suite 940
Gutierrezburgh, MH 69092",Parked Car,3.0,1.0,1.0,2.0,0,0,0,2023-09-30,2023-10-19 03:25:08,Other,Sand/Mud/Dirt,Dusk,Y,N,"05965 Tran Estate Suite 940 Gutierrezburgh , MH 69092"
555,REPORT555,STATUS3,ADDRTYPE1,"00237 Thompson Valleys
North Ryan, NH 58852",Pedestrian,3.0,1.0,1.0,2.0,2,1,0,2023-12-07,2024-02-11 03:25:08,Raining,Ice,Dusk,N,N,"00237 Thompson Valleys North Ryan , NH 58852"
556,REPORT556,STATUS3,ADDRTYPE3,"01983 Lauren Harbors Suite 913
Lake Monicaburgh, AK 84651",Sideswipe,4.0,0.0,1.0,2.0,2,0,1,2024-01-04,2023-06-29 03:25:08,Raining,Standing Water,Dusk,N,N,"01983 Lauren Harbors Suite 913 Lake Monicaburgh , AK 84651"
557,REPORT557,STATUS3,ADDRTYPE1,"062 Salas Expressway Suite 542
South Andrew, ME 22793",Angles,3.0,1.0,0.0,1.0,0,1,0,2023-09-07,2023-11-16 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dusk,Y,Y,"062 Salas Expressway Suite 542 South Andrew , ME 22793"
558,REPORT558,STATUS3,ADDRTYPE2,"889 Evans Dam
Hillfurt, MS 84944",Sideswipe,2.0,2.0,0.0,1.0,1,0,0,2023-12-16,2023-10-06 03:25:08,Fog/Smog/Smoke,Unknown,Other,N,Y,"889 Evans Dam Hillfurt , MS 84944"
559,REPORT559,STATUS1,ADDRTYPE2,"674 Emily Grove
Randallburgh, UT 87846",Left Turn,1.0,2.0,1.0,2.0,1,1,0,2023-11-18,2024-02-05 03:25:08,Blowing Sand/Dirt,Snow/Slush,Dusk,N,Y,"674 Emily Grove Randallburgh , UT 87846"
560,REPORT560,STATUS2,ADDRTYPE2,"77997 Michelle Valley
Hoganmouth, ME 34885",Other,2.0,0.0,1.0,1.0,0,0,1,2023-08-06,2023-06-21 03:25:08,Overcast,Oil,Unknown,Y,Y,"77997 Michelle Valley Hoganmouth , ME 34885"
561,REPORT561,STATUS2,ADDRTYPE3,"8154 Blankenship Ports
Williamstad, WI 44592",Other,2.0,0.0,0.0,2.0,1,1,1,2023-08-23,2023-03-18 03:25:08,Severe Crosswind,Dry,Daylight,N,N,"8154 Blankenship Ports Williamstad , WI 44592"
562,REPORT562,STATUS1,ADDRTYPE3,"USCGC Williamson
FPO AE 20311",Parked Car,5.0,1.0,1.0,2.0,2,1,1,2023-09-09,2023-05-24 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dawn,Y,Y,USCGC Williamson FPO AE 20311
563,REPORT563,STATUS3,ADDRTYPE1,"8954 Sheila Trail Apt. 348
Madelineton, CA 18169",Cycles,1.0,1.0,0.0,2.0,2,1,1,2023-06-11,2023-07-03 03:25:08,Unknown,Unknown,Dusk,Y,N,"8954 Sheila Trail Apt . 348 Madelineton , CA 18169"
564,REPORT564,STATUS2,ADDRTYPE2,"80123 Moore Walks Suite 019
South Dustin, RI 60019",Parked Car,2.0,0.0,1.0,1.0,2,1,0,2023-07-17,2023-08-23 03:25:08,Overcast,Snow/Slush,Daylight,N,Y,"80123 Moore Walks Suite 019 South Dustin , RI 60019"
565,REPORT565,STATUS3,ADDRTYPE3,"45090 Cheryl Canyon Suite 444
West Christina, MN 31961",Cycles,1.0,2.0,0.0,2.0,2,1,0,2023-06-18,2023-10-07 03:25:08,Sleet/Hail/Freezing Rain,Snow/Slush,Other,Y,N,"45090 Cheryl Canyon Suite 444 West Christina , MN 31961"
566,REPORT566,STATUS2,ADDRTYPE1,"9528 Robert Freeway Suite 113
North Tyler, KS 95467",Left Turn,2.0,2.0,1.0,2.0,2,1,1,2023-03-01,2023-12-21 03:25:08,Clear,Dry,Other,N,Y,"9528 Robert Freeway Suite 113 North Tyler , KS 95467"
567,REPORT567,STATUS3,ADDRTYPE3,"8810 Christopher Square
Franklinmouth, MO 37924",Pedestrian,4.0,0.0,1.0,3.0,0,1,0,2023-07-23,2023-05-14 03:25:08,Overcast,Standing Water,Dark - Street Lights Off,N,Y,"8810 Christopher Square Franklinmouth , MO 37924"
568,REPORT568,STATUS1,ADDRTYPE1,"6348 Cochran Bridge Suite 756
Loveshire, AL 51426",Cycles,4.0,0.0,1.0,3.0,2,1,0,2023-04-17,2024-01-07 03:25:08,Raining,Ice,Dusk,Y,N,"6348 Cochran Bridge Suite 756 Loveshire , AL 51426"
569,REPORT569,STATUS3,ADDRTYPE3,"56164 Daniel Stravenue
Port Timothy, ME 78782",Other,3.0,2.0,1.0,1.0,1,1,0,2023-03-31,2023-08-22 03:25:08,,,,Y,N,"56164 Daniel Stravenue Port Timothy , ME 78782"
570,REPORT570,STATUS2,ADDRTYPE3,"559 Jessica Ferry Suite 991
North Jeffreyton, NH 87409",Other,4.0,2.0,0.0,3.0,0,0,1,2023-09-02,2023-07-14 03:25:08,Snowing,Standing Water,Unknown,Y,Y,"559 Jessica Ferry Suite 991 North Jeffreyton , NH 87409"
571,REPORT571,STATUS3,ADDRTYPE3,"2043 Martinez Stream Suite 703
South Haleybury, AR 03881",Angles,1.0,2.0,0.0,1.0,1,0,0,2023-12-11,2023-11-03 03:25:08,Blowing Sand/Dirt,Unknown,Dark - Street Lights Off,N,N,"2043 Martinez Stream Suite 703 South Haleybury , AR 03881"
572,REPORT572,STATUS2,ADDRTYPE2,"7696 Jennifer Circle Apt. 005
East Joseph, PW 44503",Cycles,5.0,1.0,0.0,2.0,2,0,0,2023-03-22,2023-12-04 03:25:08,Sleet/Hail/Freezing Rain,Snow/Slush,Dark - Street Lights Off,Y,Y,"7696 Jennifer Circle Apt . 005 East Joseph , PW 44503"
573,REPORT573,STATUS3,ADDRTYPE2,"752 Chandler Branch
Shawnstad, AK 05321",Left Turn,3.0,2.0,0.0,3.0,2,1,1,2023-10-17,2023-07-31 03:25:08,Raining,Snow/Slush,Dawn,Y,N,"752 Chandler Branch Shawnstad , AK 05321"
574,REPORT574,STATUS2,ADDRTYPE3,"USNV Li
FPO AA 99122",Angles,2.0,2.0,1.0,1.0,3,1,0,2023-08-07,2023-06-07 03:25:08,Overcast,Sand/Mud/Dirt,Dark - No Street Lights,Y,Y,USNV Li FPO AA 99122
575,REPORT575,STATUS2,ADDRTYPE1,"03164 Bethany View Suite 871
Port Xavierside, MH 33316",Angles,4.0,0.0,0.0,2.0,3,0,0,2023-07-20,2023-07-14 03:25:08,Clear,Other,Dawn,Y,N,"03164 Bethany View Suite 871 Port Xavierside , MH 33316"
576,REPORT576,STATUS2,ADDRTYPE1,"PSC 1483, Box 8143
APO AA 55186",Rear Ended,3.0,2.0,1.0,3.0,2,0,0,2023-05-14,2023-06-04 03:25:08,Fog/Smog/Smoke,Wet,Dark - Street Lights Off,Y,Y,"PSC 1483 , Box 8143 APO AA 55186"
577,REPORT577,STATUS3,ADDRTYPE2,"6732 Geoffrey Branch
Port Justinshire, MH 30243",Other,4.0,2.0,1.0,3.0,1,0,0,2023-06-10,2023-09-02 03:25:08,Clear,Ice,Dark - No Street Lights,N,Y,"6732 Geoffrey Branch Port Justinshire , MH 30243"
578,REPORT578,STATUS2,ADDRTYPE2,"40590 James Green
Port Williamstad, ME 82466",Parked Car,3.0,1.0,1.0,1.0,0,1,0,2023-05-20,2024-01-23 03:25:08,Overcast,Ice,Dark - No Street Lights,N,N,"40590 James Green Port Williamstad , ME 82466"
579,REPORT579,STATUS3,ADDRTYPE2,"32620 Michael Station
Lake Devin, TX 14029",Parked Car,1.0,1.0,1.0,2.0,1,1,0,2023-05-22,2023-07-09 03:25:08,Raining,Dry,Dusk,N,N,"32620 Michael Station Lake Devin , TX 14029"
580,REPORT580,STATUS1,ADDRTYPE3,"998 Catherine Village Suite 015
Smithside, AR 01318",Left Turn,1.0,1.0,0.0,3.0,1,0,1,2023-06-12,2023-10-03 03:25:08,Overcast,Other,Dark - No Street Lights,Y,Y,"998 Catherine Village Suite 015 Smithside , AR 01318"
581,REPORT581,STATUS1,ADDRTYPE1,"Unit 4716 Box 1809
DPO AE 80626",Cycles,2.0,0.0,1.0,2.0,1,0,1,2023-05-23,2023-08-14 03:25:08,,,,N,Y,Unit 4716 Box 1809 DPO AE 80626
582,REPORT582,STATUS2,ADDRTYPE2,"5194 William Station
Feliciafurt, PA 16275",Angles,3.0,0.0,0.0,2.0,1,1,1,2023-05-21,2023-12-31 03:25:08,Blowing Sand/Dirt,Wet,Dark - Street Lights On,Y,Y,"5194 William Station Feliciafurt , PA 16275"
583,REPORT583,STATUS3,ADDRTYPE3,"3443 Hernandez Circles
Masonborough, GU 48128",Other,5.0,1.0,0.0,3.0,0,0,0,2023-10-25,2024-01-25 03:25:08,Fog/Smog/Smoke,Snow/Slush,Unknown,Y,N,"3443 Hernandez Circles Masonborough , GU 48128"
